,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Unnamed: 11
26,MA Starc (AUS),2012-2019,28,28,8,8,0,0,8,2 (2ct 0st),0.285,
27,SB Styris (NZ),2005-2010,31,31,8,8,0,0,8,2 (2ct 0st),0.258,
28,RML Taylor (SCOT),2013-2016,9,9,8,8,0,0,8,2 (2ct 0st),0.888,
29,HT Tector (IRE),2019-2019,14,14,8,8,0,0,8,2 (2ct 0st),0.5710000000000001,
30,HDRL Thirimanne (SL),2012-2016,26,26,8,8,0,0,8,1 (1ct 0st),0.307,
31,AJ Tye (AUS),2016-2018,26,25,8,8,0,0,8,2 (2ct 0st),0.32,
32,N Vanua (PNG),2015-2019,25,25,8,8,0,0,8,2 (2ct 0st),0.32,
33,MH Yardy (ENG),2006-2011,14,14,8,8,0,0,8,2 (2ct 0st),0.5710000000000001,
34,KJ Abbott (SA),2013-2016,21,21,7,7,0,0,7,2 (2ct 0st),0.33299999999999996,
35,RG Aga (KENYA),2008-2013,20,20,7,7,0,0,7,2 (2ct 0st),0.35,
36,MM Ali (ENG),2014-2018,25,25,7,7,0,0,7,2 (2ct 0st),0.28,
37,Aqib Ilyas (OMAN),2015-2019,22,22,7,7,0,0,7,2 (2ct 0st),0.318,
38,S Badree (WI/World),2012-2018,52,52,7,7,0,0,7,2 (2ct 0st),0.134,
39,HS Baidwan (CAN),2008-2013,17,17,7,7,0,0,7,2 (2ct 0st),0.41100000000000003,
40,RD Berrington (SCOT),2008-2019,61,59,7,7,0,0,7,2 (2ct 0st),0.11800000000000001,
41,Bilal Khan (OMAN),2015-2019,32,31,7,7,0,0,7,2 (2ct 0st),0.225,
42,RS Bopara (ENG),2008-2014,38,37,7,7,0,0,7,2 (2ct 0st),0.18899999999999997,
43,DAJ Bracewell (NZ),2011-2019,18,17,7,7,0,0,7,2 (2ct 0st),0.41100000000000003,
44,YS Chahal (INDIA),2016-2019,36,36,7,7,0,0,7,2 (2ct 0st),0.19399999999999998,
45,S Chanderpaul (WI),2006-2010,22,22,7,7,0,0,7,1 (1ct 0st),0.318,
46,MS Chapman (HKG/NZ),2014-2018,24,24,7,7,0,0,7,2 (2ct 0st),0.29100000000000004,
47,PJ Cummins (AUS),2011-2019,25,25,7,7,0,0,7,1 (1ct 0st),0.28,
48,AR Cusack (IRE),2008-2015,37,33,7,7,0,0,7,2 (2ct 0st),0.212,
49,Dawlat Zadran (AFG),2012-2019,34,34,7,7,0,0,7,2 (2ct 0st),0.205,
0,BR Dunk (AUS),2014-2017,5,5,7,5,2,4,1,3 (1ct 2st),1.4,
1,AC Evans (SCOT),2015-2019,27,25,7,7,0,0,7,1 (1ct 0st),0.28,
2,Faheem Ashraf (PAK),2017-2019,27,27,7,7,0,0,7,2 (2ct 0st),0.259,
3,Fawad Alam (PAK),2007-2010,24,24,7,7,0,0,7,2 (2ct 0st),0.29100000000000004,
4,Harbhajan Singh (INDIA),2006-2016,28,27,7,7,0,0,7,2 (2ct 0st),0.259,
5,Hasan Ali (PAK),2016-2019,30,30,7,7,0,0,7,1 (1ct 0st),0.233,
6,AW Hawkins-Kay (JER),2019-2019,16,16,7,7,0,0,7,2 (2ct 0st),0.43700000000000006,
7,JO Holder (WI),2014-2019,17,17,7,7,0,0,7,2 (2ct 0st),0.41100000000000003,
8,Imran Tahir (SA/World),2013-2019,38,38,7,7,0,0,7,2 (2ct 0st),0.184,
9,Iqbal Hussain (QAT),2019-2019,15,15,7,7,0,0,7,2 (2ct 0st),0.466,
10,JH Kallis (SA),2005-2012,25,25,7,7,0,0,7,2 (2ct 0st),0.28,
11,Kuldeep Yadav (INDIA),2017-2019,19,19,7,7,0,0,7,2 (2ct 0st),0.368,
12,MJ McClenaghan (ICC/NZ),2012-2018,29,29,7,7,0,0,7,1 (1ct 0st),0.24100000000000002,
13,MW Machan (SCOT),2013-2016,13,13,7,7,0,0,7,1 (1ct 0st),0.5379999999999999,
14,AD Mascarenhas (ENG),2007-2009,14,14,7,7,0,0,7,2 (2ct 0st),0.5,
15,Mehidy Hasan Miraz (BDESH),2017-2018,13,13,7,7,0,0,7,2 (2ct 0st),0.5379999999999999,
16,BMAJ Mendis (SL),2011-2018,22,22,7,7,0,0,7,2 (2ct 0st),0.318,
17,AK Mohan (Fin),2019-2019,5,5,7,5,2,3,2,3 (2ct 1st),1.4,
18,PJ Moor (ZIM),2016-2019,21,21,7,7,0,2,5,2 (2ct 0st),0.33299999999999996,
19,Mosaddek Hossain (BDESH),2016-2019,14,14,7,7,0,0,7,2 (2ct 0st),0.5,
20,K Motlhanka (Botsw),2019-2019,7,7,7,3,4,3,0,4 (2ct 2st),1.0,
21,SP Narine (WI),2012-2019,51,51,7,7,0,0,7,2 (2ct 0st),0.13699999999999998,
22,H Osinde (CAN),2008-2013,11,11,7,7,0,0,7,2 (2ct 0st),0.636,
23,MK Pandey (INDIA),2015-2019,32,32,7,7,0,0,7,2 (2ct 0st),0.218,
24,KH Pandya (INDIA),2018-2019,18,18,7,7,0,0,7,2 (2ct 0st),0.38799999999999996,
25,LE Plunkett (ENG),2006-2019,22,22,7,7,0,0,7,1 (1ct 0st),0.318,
26,N Pooran (WI),2016-2019,16,16,7,7,0,3,4,2 (2ct 0st),0.43700000000000006,
27,JD Ryder (NZ),2008-2014,22,22,7,7,0,0,7,2 (2ct 0st),0.318,
28,RR Sarwan (WI),2007-2010,18,18,7,7,0,0,7,1 (1ct 0st),0.38799999999999996,
29,MD Shanaka (SL),2015-2019,35,35,7,7,0,0,7,2 (2ct 0st),0.2,
30,Simi Singh (IRE),2018-2019,18,18,7,7,0,0,7,2 (2ct 0st),0.38799999999999996,
31,Sohail Tanvir (PAK),2007-2017,57,57,7,7,0,0,7,1 (1ct 0st),0.122,
32,MP Stoinis (AUS),2015-2019,19,18,7,7,0,0,7,1 (1ct 0st),0.38799999999999996,
33,MR Swart (NL),2012-2016,26,26,7,7,0,0,7,1 (1ct 0st),0.26899999999999996,
34,R Tari (VAN),2019-2019,14,14,7,7,0,0,7,2 (2ct 0st),0.5,
35,TP Ura (PNG),2015-2019,23,23,7,7,0,0,7,2 (2ct 0st),0.304,
36,Waqas Barkat (HKG),2014-2019,22,22,7,7,0,0,7,2 (2ct 0st),0.318,
37,MRJ Watt (SCOT),2015-2019,35,33,7,7,0,0,7,1 (1ct 0st),0.212,
38,KOK Williams (WI),2016-2019,24,24,7,7,0,0,7,1 (1ct 0st),0.29100000000000004,
39,Yasir Ali (ESP),2019-2019,9,9,7,7,0,0,7,2 (2ct 0st),0.777,
40,CA Young (IRE),2015-2019,26,25,7,7,0,0,7,2 (2ct 0st),0.28,
41,Abdur Rehman (PAK),2007-2013,8,8,6,6,0,0,6,2 (2ct 0st),0.75,
42,DS Airee (NEPAL),2018-2019,18,18,6,6,0,0,6,1 (1ct 0st),0.33299999999999996,
43,PS Airee (NEPAL),2015-2019,11,11,6,5,1,3,2,2 (2ct 0st),0.545,
44,Anshuman Rath (HKG),2015-2017,20,20,6,6,0,0,6,1 (1ct 0st),0.3,
45,Awais Ahmed (ESP),2019-2019,9,9,6,5,1,5,0,1 (1ct 0st),0.6659999999999999,
46,NW Bracken (AUS),2006-2009,19,19,6,6,0,0,6,1 (1ct 0st),0.315,
47,JJ Bumrah (INDIA),2016-2019,42,42,6,6,0,0,6,2 (2ct 0st),0.142,
48,PVD Chameera (SL),2015-2018,19,19,6,6,0,0,6,2 (2ct 0st),0.315,
49,TLW Cooper (NL),2012-2016,18,17,6,6,0,0,6,2 (2ct 0st),0.35200000000000004,
0,FA Cossa (Moz),2019-2019,6,5,6,6,0,0,6,3 (3ct 0st),1.2,
1,AG Cremer (ZIM),2008-2018,29,29,6,6,0,0,6,1 (1ct 0st),0.20600000000000002,
2,ST Finn (ENG),2011-2015,21,21,6,6,0,0,6,1 (1ct 0st),0.285,
3,JS Foster (ENG),2009-2009,5,5,6,3,3,3,0,2 (1ct 1st),1.2,
4,SO Hetmyer (WI),2018-2019,20,20,6,6,0,0,6,2 (2ct 0st),0.3,
5,SD Hope (WI),2017-2019,13,13,6,6,0,6,0,2 (2ct 0st),0.461,
6,GJ Hopkins (NZ),2007-2010,10,10,6,4,2,2,2,2 (2ct 0st),0.6,
7,Imran Ismail (Moz),2019-2019,7,6,6,6,0,5,1,2 (2ct 0st),1.0,
8,Janak Prakash (SGP),2019-2019,12,12,6,6,0,0,6,3 (3ct 0st),0.5,
9,Kamran Khan (QAT),2019-2019,14,14,6,6,0,0,6,2 (2ct 0st),0.428,
10,Karim Sadiq (AFG),2010-2018,36,36,6,6,0,0,6,1 (1ct 0st),0.166,
11,B Kumar (INDIA),2012-2019,43,43,6,6,0,0,6,1 (1ct 0st),0.139,
12,ND Laegsgaard (DEN),2019-2019,9,7,6,6,0,0,6,3 (3ct 0st),0.857,
13,TWM Latham (NZ),2012-2017,13,13,6,6,0,4,2,3 (3ct 0st),0.461,
14,B Lee (AUS),2005-2012,25,25,6,6,0,0,6,3 (3ct 0st),0.24,
15,AR McBrine (IRE),2014-2017,19,18,6,6,0,0,6,2 (2ct 0st),0.33299999999999996,
16,PK Matautaava (VAN),2019-2019,10,10,6,6,0,0,6,3 (3ct 0st),0.6,
17,BAW Mendis (SL),2008-2014,39,39,6,6,0,0,6,1 (1ct 0st),0.153,
18,BKG Mendis (SL),2016-2019,24,24,6,6,0,0,6,1 (1ct 0st),0.25,
19,Mohammad Nawaz (3) (PAK),2016-2018,16,16,6,6,0,0,6,1 (1ct 0st),0.375,
20,CH Morris (SA),2012-2019,23,23,6,6,0,0,6,2 (2ct 0st),0.26,
21,Muhammad Usman (UAE),2016-2019,34,34,6,6,0,0,6,1 (1ct 0st),0.17600000000000002,
22,Nasir Jamshed (PAK),2012-2013,18,18,6,6,0,0,6,2 (2ct 0st),0.33299999999999996,
23,AR Nurse (WI),2011-2019,13,13,6,6,0,0,6,2 (2ct 0st),0.461,
24,Nurul Hasan (BDESH),2016-2017,9,9,6,2,4,2,0,2 (0ct 2st),0.6659999999999999,
25,NN Odhiambo (KENYA),2007-2013,24,24,6,6,0,0,6,1 (1ct 0st),0.25,
26,HH Patel (MWI),2019-2019,7,7,6,6,0,0,6,2 (2ct 0st),0.857,
27,CW Perchard (JER),2019-2019,15,15,6,6,0,0,6,1 (1ct 0st),0.4,
28,BBJL Perera (ITA),2019-2019,8,7,6,6,0,0,6,3 (3ct 0st),0.857,
29,AL Phehlukwayo (SA),2017-2019,23,23,6,6,0,0,6,2 (2ct 0st),0.26,
30,Rehman Abdul (ITA),2019-2019,7,6,6,6,0,0,6,2 (2ct 0st),1.0,
31,S Samarawickrama (SL),2017-2019,7,7,6,4,2,3,1,2 (1ct 1st),0.857,
32,Shafraz Jaleel (Mald),2019-2019,4,4,6,4,2,4,0,3 (3ct 0st),1.5,
33,HAM Shah (DEN),2019-2019,9,7,6,6,0,0,6,3 (3ct 0st),0.857,
34,TAM Siriwardana (SL),2015-2017,22,22,6,6,0,0,6,2 (2ct 0st),0.272,
35,P Utseya (ZIM),2006-2015,35,35,6,6,0,0,6,1 (1ct 0st),0.171,
36,MN van Wyk (SA),2007-2015,8,8,6,5,1,3,2,1 (1ct 0st),0.75,
37,JNT Vare (PNG),2015-2017,8,8,6,4,2,4,0,3 (3ct 0st),0.75,
38,S Vesawkar (NEPAL),2014-2019,17,17,6,6,0,0,6,1 (1ct 0st),0.35200000000000004,
39,Virandeep Singh (MAL),2019-2019,12,12,6,6,0,0,6,2 (2ct 0st),0.5,
40,DF Watts (SCOT),2007-2012,11,10,6,6,0,0,6,3 (3ct 0st),0.6,
41,Zeeshan Maqsood (OMAN),2015-2019,29,28,6,6,0,0,6,2 (2ct 0st),0.214,
42,Aarif Sheikh (NEPAL),2018-2019,11,11,5,5,0,0,5,1 (1ct 0st),0.45399999999999996,
43,Adnan Ilyas (OMAN),2015-2016,12,11,5,5,0,0,5,3 (3ct 0st),0.45399999999999996,
44,KK Ahuja (Mex),2019-2019,8,8,5,2,3,1,1,2 (0ct 2st),0.625,
45,CJA Amini (PNG),2015-2019,23,23,5,5,0,0,5,1 (1ct 0st),0.217,
46,Anwar Ali (PAK),2008-2016,16,16,5,5,0,0,5,2 (2ct 0st),0.312,
47,Ariful Haque (BDESH),2018-2018,9,9,5,5,0,0,5,1 (1ct 0st),0.555,
48,SJ Baard (NAM),2019-2019,13,13,5,5,0,0,5,2 (2ct 0st),0.384,
49,O Bascome (BMUDA),2019-2019,11,11,5,4,1,2,2,2 (2ct 0st),0.45399999999999996,
0,PKD Chase (IRE),2018-2019,12,12,5,5,0,0,5,2 (2ct 0st),0.41600000000000004,
1,DT Christian (AUS),2010-2017,16,16,5,5,0,0,5,2 (2ct 0st),0.312,
2,BCJ Cutting (AUS/World),2013-2017,7,7,5,5,0,0,5,3 (3ct 0st),0.7140000000000001,
3,MD Dai (PNG),2015-2017,9,9,5,5,0,0,5,2 (2ct 0st),0.555,
4,A Dananjaya (SL),2012-2019,22,22,5,5,0,0,5,1 (1ct 0st),0.22699999999999998,
5,GJ Delany (IRE),2019-2019,17,17,5,5,0,0,5,2 (2ct 0st),0.294,
6,NS Dhaliwal (CAN),2019-2019,12,12,5,5,0,0,5,1 (1ct 0st),0.41600000000000004,
7,AC Douglas (BMUDA),2019-2019,10,10,5,5,0,0,5,3 (3ct 0st),0.5,
8,FH Edwards (WI),2007-2012,20,20,5,5,0,0,5,1 (1ct 0st),0.25,
9,Fahad Ali (),2019-2019,3,3,5,4,1,2,2,3 (2ct 1st),1.666,
10,Faisal Javed (QAT),2019-2019,15,15,5,5,0,0,5,1 (1ct 0st),0.33299999999999996,
11,LB Ferbrache (GUE),2019-2019,9,9,5,5,0,0,5,1 (1ct 0st),0.555,
12,A Flintoff (ENG),2005-2007,7,7,5,5,0,0,5,2 (2ct 0st),0.7140000000000001,
13,DM Gondaria (KENYA),2013-2019,11,11,5,5,0,0,5,1 (1ct 0st),0.45399999999999996,
14,NA Greenwood (JER),2019-2019,8,8,5,5,0,0,5,3 (3ct 0st),0.625,
15,DAS Gunaratne (SL),2016-2017,12,12,5,5,0,0,5,2 (2ct 0st),0.41600000000000004,
16,S Hallett (Peru),2019-2019,4,4,5,4,1,4,0,3 (3ct 0st),1.25,
17,Hilal Ahmad (CZK-R),2019-2019,7,7,5,5,0,5,0,3 (3ct 0st),0.7140000000000001,
18,BJ Hodge (AUS),2007-2014,15,15,5,5,0,0,5,1 (1ct 0st),0.33299999999999996,
19,Ibrahim Hassan (Mald),2019-2019,11,11,5,5,0,0,5,2 (2ct 0st),0.45399999999999996,
20,Jagjit Singh (Peru),2019-2019,4,4,5,5,0,0,5,3 (3ct 0st),1.25,
21,KM Jarvis (ZIM),2011-2019,22,22,5,5,0,0,5,1 (1ct 0st),0.22699999999999998,
22,MG Johnson (AUS),2007-2013,30,30,5,5,0,0,5,1 (1ct 0st),0.166,
23,EC Joyce (ENG/IRE),2006-2014,18,17,5,5,0,0,5,2 (2ct 0st),0.294,
24,Junaid Sheikh (NOR),2019-2019,5,5,5,5,0,0,5,2 (2ct 0st),1.0,
25,D Kansonkho (MWI),2019-2019,7,7,5,5,0,0,5,2 (2ct 0st),0.7140000000000001,
26,Karim Janat (AFG),2016-2019,21,21,5,5,0,0,5,2 (2ct 0st),0.23800000000000002,
27,SP Khakurel (NEPAL),2014-2015,8,8,5,2,3,2,0,2 (0ct 2st),0.625,
28,UT Khawaja (AUS),2016-2016,9,9,5,5,0,0,5,1 (1ct 0st),0.555,
29,JP Kotze (NAM),2019-2019,12,12,5,5,0,0,5,2 (2ct 0st),0.41600000000000004,
30,HG Kuhn (SA),2009-2017,7,7,5,5,0,4,1,3 (3ct 0st),0.7140000000000001,
31,NR Kumar (CAN),2012-2019,18,18,5,5,0,0,5,2 (2ct 0st),0.27699999999999997,
32,AV Lalcheta (OMAN),2015-2019,17,16,5,5,0,0,5,2 (2ct 0st),0.312,
33,JS Malhotra (USA),2019-2019,6,6,5,2,3,2,0,2 (0ct 2st),0.833,
34,A Mansale (VAN),2019-2019,14,14,5,5,0,0,5,2 (2ct 0st),0.35700000000000004,
35,T Maruma (ZIM),2008-2019,13,13,5,5,0,0,5,1 (1ct 0st),0.384,
36,S Matsikenyeri (ZIM),2006-2012,10,10,5,5,0,0,5,2 (2ct 0st),0.5,
37,SS McKechnie (HKG),2019-2019,10,10,5,4,1,4,0,2 (2ct 0st),0.5,
38,EJB Miles (JER),2019-2019,14,14,5,5,0,0,5,2 (2ct 0st),0.35700000000000004,
39,AF Milne (NZ),2010-2018,21,21,5,5,0,0,5,1 (1ct 0st),0.23800000000000002,
40,Mirwais Ashraf (AFG),2010-2016,25,25,5,5,0,0,5,1 (1ct 0st),0.2,
41,Mohammad Rizwan (PAK),2015-2019,16,16,5,3,2,3,0,2 (2ct 0st),0.312,
42,Mohammed Nadeem (QAT),2019-2019,15,15,5,5,0,0,5,2 (2ct 0st),0.33299999999999996,
43,M Morkel (SA/World),2007-2017,44,44,5,5,0,0,5,1 (1ct 0st),0.113,
44,CB Mpofu (ZIM),2008-2019,30,30,5,5,0,0,5,2 (2ct 0st),0.166,
45,Muhammad Tanveer (QAT),2019-2019,15,15,5,5,0,0,5,2 (2ct 0st),0.33299999999999996,
46,S Muniandy (MAL),2019-2019,15,14,5,5,0,0,5,3 (3ct 0st),0.35700000000000004,
47,C Munoz-Mills (ESP),2019-2019,9,9,5,5,0,0,5,2 (2ct 0st),0.555,
48,SJ Myburgh (NL),2012-2019,33,32,5,5,0,0,5,1 (1ct 0st),0.156,
49,JDS Neesham (NZ),2012-2019,18,18,5,5,0,0,5,2 (2ct 0st),0.27699999999999997,
0,R Nehonde (Botsw),2019-2019,7,7,5,5,0,0,5,3 (3ct 0st),0.7140000000000001,
1,OE Newey (GUE),2019-2019,7,7,5,4,1,4,0,2 (2ct 0st),0.7140000000000001,
2,RJ Nicol (NZ),2010-2013,21,21,5,5,0,0,5,2 (2ct 0st),0.23800000000000002,
3,NM Odhiambo (KENYA),2010-2019,16,16,5,5,0,0,5,2 (2ct 0st),0.312,
4,TM Odoyo (KENYA),2007-2013,11,11,5,5,0,0,5,2 (2ct 0st),0.45399999999999996,
5,CN Onwuzulike (NGA),2019-2019,9,9,5,5,0,0,5,3 (3ct 0st),0.555,
6,R Panchal (ESP),2019-2019,9,9,5,5,0,0,5,2 (2ct 0st),0.555,
7,WD Parnell (SA),2009-2017,40,40,5,5,0,0,5,1 (1ct 0st),0.125,
8,AR Patel (INDIA),2015-2018,11,11,5,5,0,0,5,2 (2ct 0st),0.45399999999999996,
9,MD Patel (USA),2019-2019,8,8,5,3,2,1,2,2 (1ct 1st),0.625,
10,NK Patel (USA),2019-2019,4,4,5,5,0,0,5,2 (2ct 0st),1.25,
11,Rahmanullah Gurbaz (AFG),2019-2019,7,7,5,4,1,4,0,2 (1ct 1st),0.7140000000000001,
12,J Rasu (VAN),2019-2019,13,13,5,5,0,0,5,1 (1ct 0st),0.384,
13,D Ravu (PNG),2019-2019,17,17,5,5,0,0,5,1 (1ct 0st),0.294,
14,JJ Roy (ENG),2014-2018,32,32,5,5,0,0,5,1 (1ct 0st),0.156,
15,Sami Sohail (MWI),2019-2019,7,7,5,5,0,0,5,2 (2ct 0st),0.7140000000000001,
16,Sandeep Goud (OMAN),2019-2019,12,12,5,5,0,0,5,2 (2ct 0st),0.41600000000000004,
17,E Schiferli (NL),2008-2010,7,6,5,5,0,0,5,1 (1ct 0st),0.833,
18,Shafiq Sharif (MAL),2019-2019,10,9,5,2,3,2,0,2 (2ct 0st),0.555,
19,KD Shah (HKG),2014-2019,26,26,5,5,0,0,5,2 (2ct 0st),0.192,
20,OA Shah (ENG),2007-2009,17,17,5,5,0,0,5,2 (2ct 0st),0.294,
21,Shapoor Zadran (AFG),2010-2018,34,34,5,5,0,0,5,1 (1ct 0st),0.147,
22,Sharjeel Khan (PAK),2013-2016,15,15,5,5,0,0,5,2 (2ct 0st),0.33299999999999996,
23,RJ Sidebottom (ENG),2007-2010,18,18,5,5,0,0,5,2 (2ct 0st),0.27699999999999997,
24,LPC Silva (SL),2006-2011,16,16,5,5,0,0,5,1 (1ct 0st),0.312,
25,TB Sole (SCOT),2019-2019,9,9,5,5,0,0,5,1 (1ct 0st),0.555,
26,GP Swann (ENG),2008-2012,39,39,5,5,0,0,5,1 (1ct 0st),0.128,
27,SR Taylor (USA),2019-2019,8,8,5,5,0,0,5,2 (2ct 0st),0.625,
28,SO Tikolo (KENYA),2007-2013,15,15,5,5,0,0,5,2 (2ct 0st),0.33299999999999996,
29,AJ Turner (AUS),2017-2019,11,11,5,5,0,0,5,1 (1ct 0st),0.45399999999999996,
30,C Viljoen (NAM),2019-2019,12,12,5,5,0,0,5,1 (1ct 0st),0.41600000000000004,
31,JM Vince (ENG),2015-2019,12,12,5,5,0,0,5,2 (2ct 0st),0.41600000000000004,
32,Wahab Riaz (PAK),2008-2019,31,31,5,5,0,0,5,1 (1ct 0st),0.161,
33,B Ward (JER),2019-2019,13,13,5,5,0,0,5,1 (1ct 0st),0.384,
34,Washington Sundar (INDIA),2017-2019,18,18,5,5,0,0,5,1 (1ct 0st),0.27699999999999997,
35,Abdul-Shakoor Rahimzei (GER),2019-2019,7,7,4,4,0,0,4,2 (2ct 0st),0.5710000000000001,
36,CN Ackermann (NL),2019-2019,11,11,4,4,0,0,4,1 (1ct 0st),0.363,
37,Adnan Idrees (KUW),2019-2019,6,6,4,4,0,0,4,1 (1ct 0st),0.6659999999999999,
38,Aftab Ahmed (BDESH),2006-2010,11,11,4,4,0,0,4,2 (2ct 0st),0.363,
39,FA Allen (WI),2018-2019,11,11,4,4,0,0,4,2 (2ct 0st),0.363,
40,Amjad Javed (UAE),2014-2017,22,22,4,4,0,0,4,1 (1ct 0st),0.18100000000000002,
41,SE Aquilina (MALTA),2019-2019,4,4,4,0,4,0,0,2 (0ct 2st),1.0,
42,Asad Mohammad (GER),2019-2019,9,9,4,4,0,0,4,1 (1ct 0st),0.444,
43,MA Baig (MWI),2019-2019,7,7,4,4,0,0,4,3 (3ct 0st),0.5710000000000001,
44,B Banerjee (Mex),2019-2019,6,6,4,4,0,3,1,1 (1ct 0st),0.6659999999999999,
45,T Banton (ENG),2019-2019,3,3,4,4,0,0,4,2 (2ct 0st),1.3330000000000002,
46,JP Behrendorff (AUS),2017-2019,7,6,4,4,0,0,4,3 (3ct 0st),0.6659999999999999,
47,IR Bell (ENG),2006-2014,8,8,4,4,0,0,4,1 (1ct 0st),0.5,
48,TS Bharaj (DEN),2019-2019,9,7,4,4,0,0,4,3 (3ct 0st),0.5710000000000001,
49,Meet Bhavsar (KUW),2019-2019,9,9,4,4,0,4,0,3 (3ct 0st),0.444,
0,MP Biddappa (PHI),2019-2019,4,4,4,3,1,3,0,2 (2ct 0st),1.0,
1,Bilal Tahir (KUW),2019-2019,4,4,4,4,0,0,4,1 (1ct 0st),1.0,
2,Bilal Zalmai (Aut),2019-2019,5,5,4,3,1,0,3,2 (2ct 0st),0.8,
3,PRP Boissevain (NL),2019-2019,4,4,4,4,0,0,4,2 (2ct 0st),1.0,
4,SE Bond (NZ),2005-2010,20,20,4,4,0,0,4,1 (1ct 0st),0.2,
5,DM Bravo (WI),2010-2019,20,20,4,4,0,0,4,2 (2ct 0st),0.2,
6,NT Broom (NZ),2009-2017,11,11,4,4,0,0,4,1 (1ct 0st),0.363,
7,DE Budge (SCOT),2018-2018,6,6,4,4,0,0,4,1 (1ct 0st),0.6659999999999999,
8,RW Chakabva (ZIM),2008-2019,12,12,4,4,0,0,4,1 (1ct 0st),0.33299999999999996,
9,TL Chatara (ZIM),2010-2019,21,21,4,4,0,0,4,1 (1ct 0st),0.19,
10,JW Chilia (VAN),2019-2019,14,14,4,4,0,0,4,2 (2ct 0st),0.285,
11,K Christie (HKG),2019-2019,11,11,4,4,0,0,4,1 (1ct 0st),0.363,
12,SR Clark (AUS),2006-2007,9,9,4,4,0,0,4,1 (1ct 0st),0.444,
13,DDP D'Silva (UAE),2019-2019,10,10,4,4,0,0,4,1 (1ct 0st),0.4,
14,DAP Darrell (BMUDA),2019-2019,11,11,4,4,0,0,4,2 (2ct 0st),0.363,
15,TN de Grooth (NL),2008-2013,15,14,4,4,0,0,4,2 (2ct 0st),0.285,
16,DM de Silva (SL),2015-2019,13,13,4,4,0,0,4,1 (1ct 0st),0.307,
17,PWH de Silva (SL),2019-2019,8,8,4,4,0,0,4,1 (1ct 0st),0.5,
18,S Dhaniram (CAN),2008-2010,11,11,4,4,0,0,4,2 (2ct 0st),0.363,
19,S Dube (INDIA),2019-2019,6,6,4,4,0,0,4,2 (2ct 0st),0.6659999999999999,
20,Ehsan Khan (HKG),2016-2019,15,15,4,4,0,0,4,1 (1ct 0st),0.266,
21,Elias Sunny (BDESH),2012-2012,7,7,4,4,0,0,4,3 (3ct 0st),0.5710000000000001,
22,GD Elliott (NZ/World),2009-2017,17,17,4,4,0,0,4,2 (2ct 0st),0.235,
23,Fahad Tariq (UAE),2016-2016,6,6,4,4,0,0,4,3 (3ct 0st),0.6659999999999999,
24,Farhad Reza (BDESH),2006-2014,13,13,4,4,0,0,4,1 (1ct 0st),0.307,
25,O Fournier (CRC),2019-2019,2,2,4,4,0,0,4,2 (2ct 0st),2.0,
26,PG Fulton (NZ),2006-2012,12,12,4,4,0,0,4,1 (1ct 0st),0.33299999999999996,
27,PF Gallagher (Fin),2019-2019,3,3,4,4,0,0,4,2 (2ct 0st),1.3330000000000002,
28,G Goudie (SCOT),2010-2013,9,9,4,4,0,0,4,1 (1ct 0st),0.444,
29,TGJ Gruijters (NL),2012-2013,8,8,4,4,0,0,4,2 (2ct 0st),0.5,
30,K Gupta (Chile),2019-2019,4,4,4,3,1,3,0,3 (2ct 1st),1.0,
31,OD Hald (DEN),2019-2019,9,7,4,4,0,0,4,2 (2ct 0st),0.5710000000000001,
32,Hamza Tahir (SCOT),2018-2019,11,11,4,4,0,0,4,1 (1ct 0st),0.363,
33,RM Haq (SCOT),2007-2013,21,20,4,4,0,0,4,2 (2ct 0st),0.2,
34,TM Head (AUS),2016-2018,16,16,4,4,0,0,4,1 (1ct 0st),0.25,
35,R Hekure (PNG),2019-2019,8,8,4,4,0,0,4,2 (2ct 0st),0.5,
36,DR Hooper (GUE),2019-2019,9,9,4,4,0,0,4,2 (2ct 0st),0.444,
37,Hussain Talat (PAK),2018-2019,14,14,4,4,0,0,4,3 (3ct 0st),0.285,
38,DP Hyatt (WI),2011-2012,5,5,4,4,0,0,4,1 (1ct 0st),0.8,
39,Imran Haider (ROM),2019-2019,2,2,4,2,2,2,0,3 (2ct 1st),2.0,
40,Imrul Kayes (BDESH),2010-2017,14,14,4,4,0,0,4,1 (1ct 0st),0.285,
41,SS Iyer (INDIA),2017-2019,14,14,4,4,0,0,4,1 (1ct 0st),0.285,
42,ST Jayasuriya (SL),2006-2011,31,31,4,4,0,0,4,1 (1ct 0st),0.129,
43,LM Jongwe (ZIM),2015-2016,8,8,4,4,0,0,4,2 (2ct 0st),0.5,
44,SHT Kandamby (SL),2008-2011,5,5,4,4,0,0,4,2 (2ct 0st),0.8,
45,G Kansonkho (MWI),2019-2019,6,6,4,4,0,0,4,2 (2ct 0st),0.6659999999999999,
46,AN Kervezee (NL),2009-2012,10,10,4,4,0,0,4,2 (2ct 0st),0.4,
47,Khalid Latif (PAK),2008-2016,13,13,4,4,0,0,4,1 (1ct 0st),0.307,
48,BA King (WI),2019-2019,6,6,4,4,0,0,4,1 (1ct 0st),0.6659999999999999,
49,EB Knowles (CZK-R),2019-2019,7,7,4,4,0,0,4,4 (4ct 0st),0.5710000000000001,
0,SC Kuggeleijn (NZ),2019-2019,9,9,4,4,0,0,4,2 (2ct 0st),0.444,
